Log,Question,Mode,Correlation,P-Value,significance
Attempt_duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.4182875755278196,0.09473837530989383,-
Attempt_duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.5673765660164954,0.014057617573045378,*
Attempt_duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.4952042097027422,0.043262565316737674,*
Attempt_duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.6019803977823507,0.008209361416106578,**
Attempt_duration__Nothing,I would like to redo this activity with Blueberry,Baseline,-0.14671756087016893,0.40032849596263687,-
Attempt_duration__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.361904466354445,0.15345337352025143,-
Attempt_duration__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.09759000729485331,0.700062075969013,-
Attempt_duration__Nothing,I would like to redo this activity with Blueberry,Delta_Social,0.20680255220254,0.4258071521005605,-
Attempt_duration__Nothing,I would like to redo this activity with Blueberry,Delta_Task,0.09759000729485331,0.700062075969013,-
Attempt_duration__Nothing,I would like to redo this activity with Blueberry,Social,,,-
Attempt_duration__Nothing,I would like to redo this activity with Blueberry,Task,-0.07100716024967263,0.7794902772021626,-
Attempt_duration__Nothing,I would like to redo this activity with a group of friends,Baseline,0.11648249460648784,0.5051766601106549,-
Attempt_duration__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.1063990353197863,0.6844220656204896,-
Attempt_duration__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.29851061054896305,0.22888891190372734,-
Attempt_duration__Nothing,I would like to redo this activity with a group of friends,Delta_Social,0.3901297961725498,0.1215933526113006,-
Attempt_duration__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.29851061054896305,0.22888891190372734,-
Attempt_duration__Nothing,I would like to redo this activity with a group of friends,Social,0.20680255220254,0.4258071521005605,-
Attempt_duration__Nothing,I would like to redo this activity with a group of friends,Task,-0.29851061054896305,0.22888891190372734,-
Attempt_duration__Nothing,I wrote well on the tablet,Baseline,-0.057484840055821926,0.7429076395681795,-
Attempt_duration__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.24846115920889653,0.33625272753228563,-
Attempt_duration__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.023146978751769402,0.9273609494746242,-
Attempt_duration__Nothing,I wrote well on the tablet,Delta_Social,-0.028339071209502787,0.9140228504288206,-
Attempt_duration__Nothing,I wrote well on the tablet,Delta_Task,-0.16864227376289134,0.5035340409485465,-
Attempt_duration__Nothing,I wrote well on the tablet,Social,-0.2686481961672715,0.2971248313913256,-
Attempt_duration__Nothing,I wrote well on the tablet,Task,-0.3304132750523608,0.18051700755523337,-
Attempt_duration__Word_length,AverageResponses,Baseline,-0.10146059651703965,0.5619486883638591,-
Attempt_duration__Word_length,AverageResponses,Delta_Social,-0.3079917816779256,0.2291057343434563,-
Attempt_duration__Word_length,AverageResponses,Delta_Task,-0.8301033238054569,2.0179538969418176e-05,***
Attempt_duration__Word_length,AverageResponses,Social,-0.3805490083977557,0.13183624073210648,-
Attempt_duration__Word_length,AverageResponses,Task,-0.726070535992554,0.0006457406226306796,***
Attempt_duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.14018440057044174,0.4218589246395481,-
Attempt_duration__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.615236729209459,0.008569959987281942,**
Attempt_duration__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",-0.1866314108256705,0.45837938019534563,-
Attempt_duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.20507890973648635,0.42975956526016157,-
Attempt_duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Task,-0.06750497838375316,0.7901301861401971,-
Attempt_duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Social,-0.0956954224328155,0.7148510454390147,-
Attempt_duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Task,-0.32147296520657564,0.19331467760836715,-
Attempt_duration__Word_length,I enjoyed writing on the tablet,Baseline,-0.1275206975535705,0.4653825830396132,-
Attempt_duration__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",-0.13595432290861584,0.6028661969786681,-
Attempt_duration__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",-0.20701966780270625,0.40980275965327007,-
Attempt_duration__Word_length,I enjoyed writing on the tablet,Delta_Social,0.21279807063957265,0.4122082542844745,-
Attempt_duration__Word_length,I enjoyed writing on the tablet,Delta_Task,-0.20701966780270625,0.40980275965327007,-
Attempt_duration__Word_length,I enjoyed writing on the tablet,Social,0.20680255220254,0.4258071521005605,-
Attempt_duration__Word_length,I enjoyed writing on the tablet,Task,-0.07100716024967263,0.7794902772021626,-
Attempt_duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.01783988182493651,0.9189812259955887,-
Attempt_duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.4237294915366928,0.09008504658723888,-
Attempt_duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.2927700218845599,0.23839778379182888,-
Attempt_duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.042932944076405,0.870039661767223,-
Attempt_duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.09759000729485331,0.700062075969013,-
Attempt_duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,0.017733172553297715,0.9461428493683307,-
Attempt_duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,-0.21240178058291603,0.39745917528939023,-
Attempt_duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.07886168760780624,0.6524865049632591,-
Attempt_duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.7690169518652039,0.00030851471793083904,***
Attempt_duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.44259145715778747,0.06587316071237535,-
Attempt_duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.3748149849427044,0.1382449194571392,-
Attempt_duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.6539784217704621,0.0032393924786302585,**
Attempt_duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.0013190075669142075,0.9959913472872911,-
Attempt_duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.7469461813248043,0.00036831551207237384,***
Attempt_duration__Word_length,I think I helped the group teach Blueberry how to write,Baseline,-0.05677023856680752,0.7459976953473914,-
Attempt_duration__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.6529458055746054,0.004486945850146734,**
Attempt_duration__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.6317844202869007,0.004914208994759203,**
Attempt_duration__Word_length,I think I helped the group teach Blueberry how to write,Delta_Social,-0.47450919878802295,0.0542884565129264,-
Attempt_duration__Word_length,I think I helped the group teach Blueberry how to write,Delta_Task,-0.6252711788406441,0.0055212075707508045,**
Attempt_duration__Word_length,I think I helped the group teach Blueberry how to write,Social,-0.48389645723604197,0.049053909289604215,*
Attempt_duration__Word_length,I think I helped the group teach Blueberry how to write,Task,-0.3883835100023569,0.11121807291354122,-
Attempt_duration__Word_length,I think the robot was a good student,Baseline,0.06052185004780481,0.7298196524820744,-
Attempt_duration__Word_length,I think the robot was a good student,"Delta Logs, Delta_Social",-0.61537346595336,0.008551099646928264,**
Attempt_duration__Word_length,I think the robot was a good student,"Delta Logs, Delta_Task",-0.4769006786376001,0.045380761369594236,*
Attempt_duration__Word_length,I think the robot was a good student,Delta_Social,-0.16186694342537356,0.5348140120972908,-
Attempt_duration__Word_length,I think the robot was a good student,Delta_Task,-0.5961258482970001,0.009028651291806956,**
Attempt_duration__Word_length,I think the robot was a good student,Social,-0.030869491107359835,0.9063762436179994,-
Attempt_duration__Word_length,I think the robot was a good student,Task,-0.33706593624712544,0.17137112367419097,-
Attempt_duration__Word_length,I think the robot was nice,Baseline,,,-
Attempt_duration__Word_length,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Attempt_duration__Word_length,I think the robot was nice,"Delta Logs, Delta_Task",-0.5166529797962822,0.028139908224511293,*
Attempt_duration__Word_length,I think the robot was nice,Delta_Social,,,-
Attempt_duration__Word_length,I think the robot was nice,Delta_Task,-0.5166529797962822,0.028139908224511293,*
Attempt_duration__Word_length,I think the robot was nice,Social,,,-
Attempt_duration__Word_length,I think the robot was nice,Task,-0.5166529797962822,0.028139908224511293,*
Attempt_duration__Word_length,I think the robot was serious,Baseline,-0.17816719905686415,0.30583848289807564,-
Attempt_duration__Word_length,I think the robot was serious,"Delta Logs, Delta_Social",-0.5976396999420269,0.01128961505703647,*
Attempt_duration__Word_length,I think the robot was serious,"Delta Logs, Delta_Task",-0.09349143012686956,0.712139399506716,-
Attempt_duration__Word_length,I think the robot was serious,Delta_Social,-0.3819063448410025,0.13034990908893093,-
Attempt_duration__Word_length,I think the robot was serious,Delta_Task,-0.35526743448210435,0.14796403868841243,-
Attempt_duration__Word_length,I think the robot was serious,Social,-0.3950467383688768,0.11655900682070994,-
Attempt_duration__Word_length,I think the robot was serious,Task,-0.5198327329305747,0.027020960496177443,*
Attempt_duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,-0.03418613882013259,0.8454245519274672,-
Attempt_duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.44544910640624946,0.07314502892006924,-
Attempt_duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.5471131172301921,0.01878085277299054,*
Attempt_duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.4182875755278196,0.09473837530989383,-
Attempt_duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.6349213953041736,0.004641903201098774,**
Attempt_duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.4952042097027422,0.043262565316737674,*
Attempt_duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.5155080754489744,0.028551490720594448,*
Attempt_duration__Word_length,I would like to redo this activity with Blueberry,Baseline,-0.18339695108771115,0.29162466422509237,-
Attempt_duration__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.361904466354445,0.15345337352025143,-
Attempt_duration__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.09759000729485331,0.700062075969013,-
Attempt_duration__Word_length,I would like to redo this activity with Blueberry,Delta_Social,0.20680255220254,0.4258071521005605,-
Attempt_duration__Word_length,I would like to redo this activity with Blueberry,Delta_Task,0.09759000729485331,0.700062075969013,-
Attempt_duration__Word_length,I would like to redo this activity with Blueberry,Social,,,-
Attempt_duration__Word_length,I would like to redo this activity with Blueberry,Task,-0.07100716024967263,0.7794902772021626,-
Attempt_duration__Word_length,I would like to redo this activity with a group of friends,Baseline,0.11419353728889309,0.5136371068251347,-
Attempt_duration__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.1063990353197863,0.6844220656204896,-
Attempt_duration__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.29851061054896305,0.22888891190372734,-
Attempt_duration__Word_length,I would like to redo this activity with a group of friends,Delta_Social,0.3901297961725498,0.1215933526113006,-
Attempt_duration__Word_length,I would like to redo this activity with a group of friends,Delta_Task,0.29851061054896305,0.22888891190372734,-
Attempt_duration__Word_length,I would like to redo this activity with a group of friends,Social,0.20680255220254,0.4258071521005605,-
Attempt_duration__Word_length,I would like to redo this activity with a group of friends,Task,-0.29851061054896305,0.22888891190372734,-
Attempt_duration__Word_length,I wrote well on the tablet,Baseline,-0.09635412309874813,0.5818940121625115,-
Attempt_duration__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.30777549429855355,0.22944980482310773,-
Attempt_duration__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.023146978751769402,0.9273609494746242,-
Attempt_duration__Word_length,I wrote well on the tablet,Delta_Social,-0.028339071209502787,0.9140228504288206,-
Attempt_duration__Word_length,I wrote well on the tablet,Delta_Task,-0.003306711250252771,0.9896102812435694,-
Attempt_duration__Word_length,I wrote well on the tablet,Social,-0.2686481961672715,0.2971248313913256,-
Attempt_duration__Word_length,I wrote well on the tablet,Task,-0.15018785229652765,0.5519515008564091,-
N_attempts__Nothing,AverageResponses,Baseline,-0.08249683950167762,0.6375426034250065,-
N_attempts__Nothing,AverageResponses,Delta_Social,-0.7434345581929966,0.0006253159559739671,***
N_attempts__Nothing,AverageResponses,Delta_Task,-0.43872380991999427,0.06855445110673132,-
N_attempts__Nothing,AverageResponses,Social,-0.6981944609942393,0.0018266020679448974,**
N_attempts__Nothing,AverageResponses,Task,-0.2105918870627754,0.4015872858350179,-
N_attempts__Nothing,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.005564351226929643,0.9746923109638094,-
N_attempts__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.49920524080592077,0.04134253437800612,*
N_attempts__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",-0.2779616756978071,0.2640723242369946,-
N_attempts__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.5930128621736029,0.012107666736486392,*
N_attempts__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.023825286488383467,0.9252378619523616,-
N_attempts__Nothing,I enjoyed teaching Blueberry how to write in a group,Social,-0.45148183107347417,0.0688850171068687,-
N_attempts__Nothing,I enjoyed teaching Blueberry how to write in a group,Task,0.017221765993209407,0.9459250919797557,-
N_attempts__Nothing,I enjoyed writing on the tablet,Baseline,0.001417350593662909,0.9935526654376332,-
N_attempts__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",-0.16550961049744536,0.5255350048954441,-
N_attempts__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.10350983390135313,0.6827389048814811,-
N_attempts__Nothing,I enjoyed writing on the tablet,Delta_Social,-0.13832350199334786,0.5965018588499711,-
N_attempts__Nothing,I enjoyed writing on the tablet,Delta_Task,0.10350983390135313,0.6827389048814811,-
N_attempts__Nothing,I enjoyed writing on the tablet,Social,-0.05260158822063583,0.8410896705102615,-
N_attempts__Nothing,I enjoyed writing on the tablet,Task,-0.2130214807490179,0.3960510548056583,-
N_attempts__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.09830658102483945,0.5742307419779338,-
N_attempts__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.2949306593074778,0.2504744820175111,-
N_attempts__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",-0.19518001458970663,0.4376665766068403,-
N_attempts__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,-0.3883820067410476,0.12341898213551755,-
N_attempts__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,-0.39036002917941326,0.10925340836467924,-
N_attempts__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.23905909583632942,0.3554413820188632,-
N_attempts__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,-0.41906297250142893,0.08344957779133332,-
N_attempts__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Baseline,0.044836851305981765,0.7981412283498398,-
N_attempts__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.5040615314746714,0.03909962861110468,*
N_attempts__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",0.11560224627255644,0.6478256483377223,-
N_attempts__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.7331059994313027,0.00081336496217908,***
N_attempts__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.33359505352937713,0.17610287566905375,-
N_attempts__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.4441996736222396,0.07405089050465904,-
N_attempts__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.3280068013643706,0.1839043697962694,-
N_attempts__Nothing,I think I helped the group teach Blueberry how to write,Baseline,-0.006735619815398851,0.9693674466699643,-
N_attempts__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.5842146681456996,0.013792370013033555,*
N_attempts__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.006513241446256708,0.9795368358021372,-
N_attempts__Nothing,I think I helped the group teach Blueberry how to write,Delta_Social,-0.658272690266851,0.004066827112658736,**
N_attempts__Nothing,I think I helped the group teach Blueberry how to write,Delta_Task,-0.3191488308665787,0.19673751285785096,-
N_attempts__Nothing,I think I helped the group teach Blueberry how to write,Social,-0.6959741432070738,0.0019159023639334443,**
N_attempts__Nothing,I think I helped the group teach Blueberry how to write,Task,-0.10403129732205987,0.6812200073758611,-
N_attempts__Nothing,I think the robot was a good student,Baseline,0.18879284550534714,0.2774106651257078,-
N_attempts__Nothing,I think the robot was a good student,"Delta Logs, Delta_Social",-0.35582819459888154,0.16099058690436546,-
N_attempts__Nothing,I think the robot was a good student,"Delta Logs, Delta_Task",-0.11922516965940003,0.637496294568328,-
N_attempts__Nothing,I think the robot was a good student,Delta_Social,-0.5345251099522872,0.027067593783720423,*
N_attempts__Nothing,I think the robot was a good student,Delta_Task,-0.19076027145504004,0.44831406344095814,-
N_attempts__Nothing,I think the robot was a good student,Social,-0.45148183107347417,0.0688850171068687,-
N_attempts__Nothing,I think the robot was a good student,Task,-0.1944611170656493,0.4393894487762037,-
N_attempts__Nothing,I think the robot was nice,Baseline,,,-
N_attempts__Nothing,I think the robot was nice,"Delta Logs, Delta_Social",,,-
N_attempts__Nothing,I think the robot was nice,"Delta Logs, Delta_Task",0.5166529797962822,0.028139908224511293,*
N_attempts__Nothing,I think the robot was nice,Delta_Social,,,-
N_attempts__Nothing,I think the robot was nice,Delta_Task,0.3099917878777693,0.2106117293942674,-
N_attempts__Nothing,I think the robot was nice,Social,,,-
N_attempts__Nothing,I think the robot was nice,Task,0.3099917878777693,0.2106117293942674,-
N_attempts__Nothing,I think the robot was serious,Baseline,-0.013066902539100566,0.9406122232148906,-
N_attempts__Nothing,I think the robot was serious,"Delta Logs, Delta_Social",-0.580147806285187,0.014631108569552609,*
N_attempts__Nothing,I think the robot was serious,"Delta Logs, Delta_Task",0.0635741724862713,0.8021144111610135,-
N_attempts__Nothing,I think the robot was serious,Delta_Social,-0.599155984818765,0.011031291562434667,*
N_attempts__Nothing,I think the robot was serious,Delta_Task,0.03365691484567304,0.8945259039869027,-
N_attempts__Nothing,I think the robot was serious,Social,-0.2571408549235873,0.3190806838346457,-
N_attempts__Nothing,I think the robot was serious,Task,0.14712247158412492,0.5601884706864924,-
N_attempts__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,-0.26936944033099813,0.11762558624220153,-
N_attempts__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.4984140916191877,0.04171697357325936,*
N_attempts__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.2195206951849536,0.3814478353980263,-
N_attempts__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.4677199296393805,0.058326381719283345,-
N_attempts__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.46268208062059457,0.05318176221307691,-
N_attempts__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.7020879012453394,0.0016782597477181848,**
N_attempts__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.05321373682053929,0.8338968026454372,-
N_attempts__Nothing,I would like to redo this activity with Blueberry,Baseline,-0.3001199505243108,0.07982791120039379,-
N_attempts__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.051700638050635,0.8437797512862414,-
N_attempts__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.2927700218845599,0.23839778379182888,-
N_attempts__Nothing,I would like to redo this activity with Blueberry,Delta_Social,0.28930873521349704,0.26004300074057657,-
N_attempts__Nothing,I would like to redo this activity with Blueberry,Delta_Task,0.09759000729485331,0.700062075969013,-
N_attempts__Nothing,I would like to redo this activity with Blueberry,Social,,,-
N_attempts__Nothing,I would like to redo this activity with Blueberry,Task,-0.2130214807490179,0.3960510548056583,-
N_attempts__Nothing,I would like to redo this activity with a group of friends,Baseline,0.008154044791616289,0.962920715552634,-
N_attempts__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.1063990353197863,0.6844220656204896,-
N_attempts__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.02870294332201568,0.9099858867488924,-
N_attempts__Nothing,I would like to redo this activity with a group of friends,Delta_Social,0.16237976320958225,0.5335032388939459,-
N_attempts__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.017221765993209407,0.9459250919797557,-
N_attempts__Nothing,I would like to redo this activity with a group of friends,Social,-0.05260158822063583,0.8410896705102615,-
N_attempts__Nothing,I would like to redo this activity with a group of friends,Task,-0.017221765993209407,0.9459250919797557,-
N_attempts__Nothing,I wrote well on the tablet,Baseline,-0.22411136708125412,0.19558082528180823,-
N_attempts__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.3038212052925764,0.23579833456535948,-
N_attempts__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",0.3538181037770466,0.14974235037425188,-
N_attempts__Nothing,I wrote well on the tablet,Delta_Social,-0.3352664651741208,0.18833822711094683,-
N_attempts__Nothing,I wrote well on the tablet,Delta_Task,-0.05621409125429712,0.8246652544697937,-
N_attempts__Nothing,I wrote well on the tablet,Social,-0.5066777301935423,0.03793030413770793,*
N_attempts__Nothing,I wrote well on the tablet,Task,-0.09011271137791659,0.7221449034776497,-
N_attempts__Word_length,AverageResponses,Baseline,-0.12575996355911268,0.47161656949787845,-
N_attempts__Word_length,AverageResponses,Delta_Social,-0.7434345581929966,0.0006253159559739671,***
N_attempts__Word_length,AverageResponses,Delta_Task,-0.7922278869778314,8.885869514969208e-05,***
N_attempts__Word_length,AverageResponses,Social,-0.6981944609942393,0.0018266020679448974,**
N_attempts__Word_length,AverageResponses,Task,-0.5563397613449439,0.016495768874606173,*
N_attempts__Word_length,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.01074495409338138,0.9511513034454009,-
N_attempts__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.49111002068474363,0.0452963102528477,*
N_attempts__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",-0.2183984594768484,0.3839478483378621,-
N_attempts__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.5930128621736029,0.012107666736486392,*
N_attempts__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Task,-0.07941762162794488,0.7540936837060934,-
N_attempts__Word_length,I enjoyed teaching Blueberry how to write in a group,Social,-0.45148183107347417,0.0688850171068687,-
N_attempts__Word_length,I enjoyed teaching Blueberry how to write in a group,Task,-0.20092060325410976,0.42403563507722775,-
N_attempts__Word_length,I enjoyed writing on the tablet,Baseline,0.001417350593662909,0.9935526654376332,-
N_attempts__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",-0.04137740262436134,0.8747128456066048,-
N_attempts__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.10350983390135313,0.6827389048814811,-
N_attempts__Word_length,I enjoyed writing on the tablet,Delta_Social,-0.13832350199334786,0.5965018588499711,-
N_attempts__Word_length,I enjoyed writing on the tablet,Delta_Task,-0.10350983390135313,0.6827389048814811,-
N_attempts__Word_length,I enjoyed writing on the tablet,Social,-0.05260158822063583,0.8410896705102615,-
N_attempts__Word_length,I enjoyed writing on the tablet,Task,-0.2130214807490179,0.3960510548056583,-
N_attempts__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.07149569529079233,0.6831738633790138,-
N_attempts__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.28373076085276344,0.269757465085273,-
N_attempts__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",-0.2927700218845599,0.23839778379182888,-
N_attempts__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,-0.3883820067410476,0.12341898213551755,-
N_attempts__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,-0.19518001458970663,0.4376665766068403,-
N_attempts__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.23905909583632942,0.3554413820188632,-
N_attempts__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,-0.41906297250142893,0.08344957779133332,-
N_attempts__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Baseline,0.044836851305981765,0.7981412283498398,-
N_attempts__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.5816094593938517,0.014325159072207754,*
N_attempts__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.03302921322073041,0.8964829005128787,-
N_attempts__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.7331059994313027,0.00081336496217908,***
N_attempts__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.6011316806172934,0.008324269070931135,**
N_attempts__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.4441996736222396,0.07405089050465904,-
N_attempts__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.6202900897088592,0.006025389513975589,**
